key,tourn,round,player.id,match.id,seed,seeded,name,Sets.Played,Tie.Breaks.Played,Total.Games,Winners,Return.Games.Won,Server.Points.Won,Total.Points,First.Serves.In,Total.Aces,Total.Double.Faults,First.Serve.Pts.Won,Pct.1stt.Serve.In,Unforced.Errors,Winning.Pct.on.1st.Serve,Winning.Pct.on.2nd.Serve,Receiving.Points.Won,Break.Point.Conversions,Net.Approaches,Total.Points.Won,Fastest.Serve.Speed,Average.1st.Serve.Speed,Average.2nd.Serve.Speed,W.UE,RPW.TPW,W.minus.Aces,SPW.TPW,match.type,year
2216.AUS,AUS,2,wta315365,2216,0,Not Seeded,Mona Barthel,3,0,29,25,4,62,92,66,3,6,44,63,33,67,46,37,80,55,92,101.283504296,90.720194032,77.050027808,0.757575757575758,0.402173913043478,22,0.673913043478261,2,2014
2123.AUS,AUS,1,wta310775,2123,0,Not Seeded,Monica Niculescu,2,0,17,10,7,29,61,45,1,0,26,82,13,58,30,58,70,71,61,NA,NA,NA,0.769230769230769,0.950819672131147,9,0.475409836065574,2,2014
2212.AUS,AUS,2,wta310775,2212,0,Not Seeded,Monica Niculescu,3,0,24,8,7,44,87,55,0,6,35,66,18,64,32,54,50,75,87,105.63310264,85.749224496,72.700429464,0.444444444444444,0.620689655172414,8,0.505747126436782,2,2014
2306.AUS,AUS,3,wta310775,2306,0,Not Seeded,Monica Niculescu,2,0,20,9,4,31,56,46,1,3,23,70,34,50,40,45,100,36,56,103.768989064,86.99196688,66.486717544,0.264705882352941,0.803571428571429,8,0.553571428571429,2,2014
2130.AUS,AUS,1,wta317755,2130,0,Not Seeded,Monica Puig,2,0,18,25,4,43,68,40,8,5,30,61,27,75,50,50,80,100,68,NA,NA,NA,0.925925925925926,0.735294117647059,17,0.632352941176471,2,2014
2215.AUS,AUS,2,wta317755,2215,0,Not Seeded,Monica Puig,2,0,19,19,0,37,50,29,5,6,21,45,38,72,46,25,0,69,50,110.604072176,105.011731448,90.720194032,0.5,0.5,14,0.74,2,2014
2209.AUS,AUS,2,wta120330,2209,4,Seeded,Na Li,2,1,19,30,5,39,67,38,4,2,27,60,31,71,48,49,71,40,67,109.982700984,99.41939072,86.99196688,0.967741935483871,0.73134328358209,26,0.582089552238806,2,2014
2502.AUS,AUS,5,wta120330,2502,4,Seeded,Na Li,2,0,16,23,5,33,62,29,1,1,23,64,17,79,63,54,63,70,62,102.52624668,98.798019528,88.856080456,1.35294117647059,0.870967741935484,22,0.532258064516129,2,2014
2403.AUS,AUS,4,wta120330,2403,4,Seeded,Na Li,2,0,14,18,5,30,55,35,1,1,26,80,14,74,44,60,71,57,55,103.147617872,97.555277144,86.99196688,1.28571428571429,1.09090909090909,17,0.545454545454545,2,2014
2601.AUS,AUS,6,wta120330,2601,4,Seeded,Na Li,2,0,18,35,6,38,71,42,4,5,27,61,23,64,41,65,60,79,71,105.011731448,96.933905952,87.613338072,1.52173913043478,0.915492957746479,31,0.535211267605634,2,2014
2117.AUS,AUS,1,wta120330,2117,4,Seeded,Na Li,2,0,14,20,5,31,61,34,3,0,24,76,18,71,64,58,42,68,61,106.254473832,100.662133104,90.09882284,1.11111111111111,0.950819672131147,17,0.508196721311475,2,2014
2305.AUS,AUS,3,wta120330,2305,4,Seeded,Na Li,3,1,29,17,4,61,99,66,5,6,43,60,50,65,41,43,40,89,99,107.497216216,98.176648336,88.234709264,0.34,0.434343434343434,12,0.616161616161616,2,2014
2701.AUS,AUS,7,wta120330,2701,4,Seeded,Na Li,2,1,19,34,5,36,75,36,2,3,21,60,30,58,63,53,50,62,75,103.147617872,96.933905952,86.370595688,1.13333333333333,0.706666666666667,32,0.48,2,2014
2134.AUS,AUS,1,wta314704,2134,0,Not Seeded,Nadiya Kichenok,2,1,21,24,2,38,68,42,4,7,27,63,43,64,44,39,25,79,68,125.516980784,95.691163568,83.263739728,0.558139534883721,0.573529411764706,20,0.558823529411765,2,2014
1114.AUS,AUS,1,atpke17,1114,0,Not Seeded,Nick Kyrgios,4,2,43,71,6,85,133,66,34,13,60,54,52,91,44,39,75,63,133,133.59480628,121.16738244,102.52624668,1.36538461538462,0.293233082706767,37,0.639097744360902,1,2014
1207.AUS,AUS,2,atpke17,1207,0,Not Seeded,Nick Kyrgios,5,2,52,59,2,113,159,123,24,11,86,66,74,70,43,29,20,60,159,131.109321512,117.439155288,95.069792376,0.797297297297297,0.182389937106918,35,0.710691823899371,1,2014
1151.AUS,AUS,1,atpm873,1151,0,Not Seeded,Nicolas Mahut,5,0,46,49,6,86,137,87,7,4,63,64,57,72,47,39,40,52,137,125.516980784,115.575041712,95.069792376,0.859649122807018,0.284671532846715,42,0.627737226277372,1,2014
1155.AUS,AUS,1,atpd402,1155,0,Not Seeded,Nikolay Davydenko,5,0,46,6,7,87,162,104,6,4,76,77,4,73,35,45,29,NA,162,NA,NA,NA,1.5,0.277777777777778,0,0.537037037037037,1,2014
1228.AUS,AUS,2,atpd402,1228,0,Not Seeded,Nikolay Davydenko,3,1,33,39,4,59,97,82,6,1,48,77,43,59,44,38,80,75,97,128.623836744,101.283504296,88.856080456,0.906976744186046,0.391752577319588,33,0.608247422680412,1,2014
1316.AUS,AUS,3,atpd643,1316,2,Seeded,Novak Djokovic,3,0,30,31,5,58,93,49,6,1,38,63,23,78,69,41,63,76,93,127.38109436,116.817784096,97.555277144,1.34782608695652,0.440860215053763,25,0.623655913978495,1,2014
1232.AUS,AUS,2,atpd643,1232,2,Seeded,Novak Djokovic,3,0,26,30,5,53,93,44,12,2,36,66,11,82,74,47,83,56,93,125.516980784,111.225443368,96.31253476,2.72727272727273,0.505376344086022,18,0.56989247311828,1,2014
1164.AUS,AUS,1,atpd643,1164,2,Seeded,Novak Djokovic,3,1,29,40,4,62,101,54,10,0,45,68,30,83,68,42,50,89,101,125.516980784,118.06052648,98.798019528,1.33333333333333,0.415841584158416,30,0.613861386138614,1,2014
1408.AUS,AUS,4,atpd643,1408,2,Seeded,Novak Djokovic,3,0,23,33,6,50,96,43,7,2,38,72,21,88,71,51,27,75,96,124.2742384,109.982700984,98.798019528,1.57142857142857,0.53125,26,0.520833333333333,1,2014
1504.AUS,AUS,5,atpd643,1504,2,Seeded,Novak Djokovic,5,0,51,45,4,98,161,105,7,1,75,73,60,71,59,37,57,74,161,126.138351976,116.196412904,90.720194032,0.75,0.229813664596273,38,0.608695652173913,1,2014
2150.AUS,AUS,1,wta311243,2150,0,Not Seeded,Olga Govortsova,2,1,19,10,4,43,78,44,10,4,35,68,4,80,38,47,33,NA,78,NA,NA,NA,2.5,0.602564102564103,0,0.551282051282051,2,2014
2225.AUS,AUS,2,wta311243,2225,0,Not Seeded,Olga Govortsova,2,0,18,18,1,26,43,37,0,1,20,70,26,54,38,32,50,72,43,101.283504296,94.448421184,80.156883768,0.692307692307692,0.744186046511628,18,0.604651162790698,2,2014
2230.AUS,AUS,2,wta313803,2230,0,Not Seeded,Olivia Rogowska,2,0,22,22,3,40,65,46,5,2,26,61,36,57,48,38,60,80,65,103.768989064,94.448421184,81.399626152,0.611111111111111,0.584615384615385,17,0.615384615384615,2,2014
2159.AUS,AUS,1,wta313803,2159,0,Not Seeded,Olivia Rogowska,2,0,18,21,6,35,66,37,2,6,25,63,31,68,45,57,46,80,66,104.390360256,95.691163568,83.88511092,0.67741935483871,0.863636363636364,19,0.53030303030303,2,2014
1143.AUS,AUS,1,atpa596,1143,0,Not Seeded,Pablo Andujar,3,0,28,2,7,55,97,66,2,1,40,73,1,61,63,50,58,NA,97,NA,NA,NA,2,0.515463917525773,0,0.56701030927835,1,2014
1222.AUS,AUS,2,atpa596,1222,0,Not Seeded,Pablo Andujar,4,2,45,57,3,91,149,111,11,1,71,79,28,64,67,36,27,65,149,115.575041712,106.254473832,89.477451648,2.03571428571429,0.241610738255034,46,0.610738255033557,1,2014
1154.AUS,AUS,1,atpcd85,1154,0,Not Seeded,Pablo Carreno Busta,5,0,43,47,4,81,126,78,7,7,46,53,58,59,51,34,80,58,126,NA,NA,NA,0.810344827586207,0.26984126984127,40,0.642857142857143,1,2014
2110.AUS,AUS,1,wta311044,2110,0,Not Seeded,Patricia Mayr-Achleitner,3,1,37,0,5,62,113,87,0,1,48,71,1,55,40,40,42,NA,113,NA,NA,NA,0,0.353982300884956,0,0.548672566371681,2,2014
2147.AUS,AUS,1,wta315083,2147,0,Not Seeded,Paula Ormaechea,2,0,18,2,2,33,56,39,2,7,26,57,7,67,24,40,67,NA,56,NA,NA,NA,0.285714285714286,0.714285714285714,0,0.589285714285714,2,2014
2103.AUS,AUS,1,wta160515,2103,0,Not Seeded,Pauline Parmentier,2,0,13,3,0,20,37,32,3,6,16,63,6,50,21,34,0,NA,37,NA,NA,NA,0.5,0.918918918918919,0,0.540540540540541,2,2014
1110.AUS,AUS,1,atpg967,1110,0,Not Seeded,Peter Gojowczyk,3,2,35,36,1,66,103,57,8,6,44,55,59,77,47,31,17,71,103,NA,NA,NA,0.610169491525424,0.300970873786408,28,0.640776699029126,1,2014
2132.AUS,AUS,1,wta314206,2132,6,Seeded,Petra Kvitova,3,0,25,32,4,51,80,58,3,8,36,60,40,62,38,39,33,75,80,106.875845024,96.31253476,87.613338072,0.8,0.4875,29,0.6375,2,2014
2107.AUS,AUS,1,wta313711,2107,0,Not Seeded,Petra Martic,2,0,12,7,0,12,25,19,2,6,8,50,34,42,21,33,0,43,25,NA,NA,NA,0.205882352941176,1.32,5,0.48,2,2014
1131.AUS,AUS,1,atps694,1131,0,Not Seeded,Radek Stepanek,4,1,32,51,4,66,104,62,5,11,37,51,54,60,48,37,36,69,104,NA,NA,NA,0.944444444444444,0.355769230769231,46,0.634615384615385,1,2014
1101.AUS,AUS,1,atpn409,1101,1,Seeded,Rafael Nadal,1,0,10,13,1,20,30,16,5,1,14,62,5,88,60,36,100,100,30,126.138351976,112.468185752,88.234709264,2.6,1.2,8,0.666666666666667,1,2014
1201.AUS,AUS,2,atpn409,1201,1,Seeded,Rafael Nadal,3,0,26,39,5,56,91,55,7,1,45,74,19,82,58,45,50,79,91,123.652867208,111.225443368,88.234709264,2.05263157894737,0.494505494505495,32,0.615384615384615,1,2014
1501.AUS,AUS,5,atpn409,1501,1,Seeded,Rafael Nadal,4,2,43,42,4,88,147,91,3,7,66,73,47,73,67,38,36,89,147,124.895609592,104.390360256,86.99196688,0.893617021276596,0.258503401360544,39,0.598639455782313,1,2014
1401.AUS,AUS,4,atpn409,1401,1,Seeded,Rafael Nadal,3,2,38,36,5,81,129,88,12,1,67,71,28,76,39,42,63,53,129,125.516980784,114.95367052,91.962936416,1.28571428571429,0.325581395348837,24,0.627906976744186,1,2014
1701.AUS,AUS,7,atpn409,1701,1,Seeded,Rafael Nadal,4,0,35,19,2,60,88,84,1,3,50,78,32,60,42,29,33,63,88,124.2742384,100.662133104,83.263739728,0.59375,0.329545454545455,18,0.681818181818182,1,2014
1601.AUS,AUS,6,atpn409,1601,1,Seeded,Rafael Nadal,3,1,31,28,4,63,105,56,3,1,41,65,25,73,73,40,29,30,105,123.031496016,108.7399586,88.856080456,1.12,0.380952380952381,25,0.6,1,2014
1301.AUS,AUS,3,atpn409,1301,1,Seeded,Rafael Nadal,3,0,24,21,6,58,107,53,2,0,38,67,18,72,77,50,50,69,107,127.38109436,113.089556944,88.856080456,1.16666666666667,0.467289719626168,19,0.542056074766355,1,2014
1116.AUS,AUS,1,atpw522,1116,0,Not Seeded,Rhyne Williams,4,1,42,55,1,77,107,65,29,1,52,57,39,80,51,26,50,67,107,131.730692704,115.575041712,89.477451648,1.41025641025641,0.242990654205607,26,0.719626168224299,1,2014
1146.AUS,AUS,1,atpbe90,1146,0,Not Seeded,Ricardas Berankis,3,0,32,28,1,65,91,57,10,3,39,50,38,68,46,29,33,55,91,121.788753632,113.710928136,90.720194032,0.736842105263158,0.318681318681319,18,0.714285714285714,1,2014
1228.AUS,AUS,2,atpg628,1228,9,Seeded,Richard Gasquet,3,1,33,33,6,62,110,58,9,5,41,58,37,71,50,45,55,67,110,124.895609592,109.982700984,92.584307608,0.891891891891892,0.409090909090909,24,0.563636363636364,1,2014
1314.AUS,AUS,3,atpg628,1314,9,Seeded,Richard Gasquet,4,1,43,62,3,89,137,85,4,5,61,62,34,72,53,35,33,77,137,126.759723168,109.361329792,91.962936416,1.82352941176471,0.255474452554745,58,0.64963503649635,1,2014
1156.AUS,AUS,1,atpg628,1156,9,Seeded,Richard Gasquet,3,0,29,32,7,56,94,57,12,0,42,67,20,74,50,50,70,73,94,122.410124824,106.254473832,88.856080456,1.6,0.531914893617021,20,0.595744680851064,1,2014
2109.AUS,AUS,1,wta220214,2109,12,Seeded,Roberta Vinci,2,0,19,20,3,30,56,40,3,3,23,66,28,58,33,42,30,58,56,104.390360256,95.069792376,72.079058272,0.714285714285714,0.75,17,0.535714285714286,2,2014
1115.AUS,AUS,1,atpbd06,1115,0,Not Seeded,Roberto Bautista Agut,3,0,22,1,8,44,95,50,1,1,37,82,1,74,64,57,44,NA,95,NA,NA,NA,1,0.6,0,0.463157894736842,1,2014
1208.AUS,AUS,2,atpbd06,1208,0,Not Seeded,Roberto Bautista Agut,5,0,53,72,5,111,162,115,12,6,88,69,59,77,45,34,63,71,162,123.652867208,107.497216216,91.341565224,1.22033898305085,0.209876543209877,60,0.685185185185185,1,2014
1304.AUS,AUS,3,atpbd06,1304,0,Not Seeded,Roberto Bautista Agut,3,0,25,21,7,53,96,65,4,1,46,83,23,71,54,52,35,79,96,120.546011248,104.390360256,90.09882284,0.91304347826087,0.541666666666667,17,0.552083333333333,1,2014
1402.AUS,AUS,4,atpbd06,1402,0,Not Seeded,Roberto Bautista Agut,4,0,36,27,1,66,100,65,5,1,44,64,45,68,59,30,20,57,100,123.031496016,106.254473832,91.341565224,0.6,0.3,22,0.66,1,2014
1106.AUS,AUS,1,atph756,1106,0,Not Seeded,Robin Haase,4,2,35,38,1,74,106,83,11,6,56,67,56,67,44,30,25,87,106,NA,NA,NA,0.678571428571429,0.283018867924528,27,0.69811320754717,1,2014
1502.AUS,AUS,5,atpf324,1502,6,Seeded,Roger Federer,4,1,41,54,4,89,147,78,10,0,61,64,42,78,64,40,24,74,147,126.759723168,114.332299328,92.584307608,1.28571428571429,0.272108843537415,44,0.605442176870748,1,2014
1216.AUS,AUS,2,atpf324,1216,6,Seeded,Roger Federer,3,1,28,52,6,54,103,58,11,0,45,76,35,78,50,49,55,79,103,129.245207936,111.84681456,93.827049992,1.48571428571429,0.475728155339806,41,0.524271844660194,1,2014
1132.AUS,AUS,1,atpf324,1132,6,Seeded,Roger Federer,3,0,28,30,4,59,96,45,11,5,40,58,17,89,58,40,24,82,96,128.623836744,114.95367052,95.069792376,1.76470588235294,0.416666666666667,19,0.614583333333333,1,2014
1308.AUS,AUS,3,atpf324,1308,6,Seeded,Roger Federer,3,0,25,35,5,55,98,45,6,1,39,62,18,87,57,47,36,55,98,125.516980784,111.84681456,91.962936416,1.94444444444444,0.479591836734694,29,0.561224489795918,1,2014
1404.AUS,AUS,4,atpf324,1404,6,Seeded,Roger Federer,3,0,31,43,3,67,100,48,7,1,42,57,21,88,69,38,43,83,100,125.516980784,114.332299328,94.448421184,2.04761904761905,0.38,36,0.67,1,2014
1601.AUS,AUS,6,atpf324,1601,6,Seeded,Roger Federer,3,1,31,34,1,63,86,69,8,1,45,66,50,65,50,27,50,55,86,126.138351976,112.468185752,94.448421184,0.68,0.313953488372093,26,0.732558139534884,1,2014
1104.AUS,AUS,1,atph940,1104,0,Not Seeded,Ryan Harrison,3,0,30,19,0,59,76,58,2,1,42,62,23,72,49,22,0,65,76,140.429889392,121.16738244,102.52624668,0.826086956521739,0.289473684210526,17,0.776315789473684,1,2014
2124.AUS,AUS,1,wta312520,2124,15,Seeded,Sabine Lisicki,2,0,15,28,4,47,75,38,7,6,32,52,24,84,43,53,50,71,75,120.546011248,107.497216216,83.88511092,1.16666666666667,0.706666666666667,21,0.626666666666667,2,2014
2212.AUS,AUS,2,wta312520,2212,15,Seeded,Sabine Lisicki,3,0,24,43,5,37,76,42,10,6,23,53,56,55,37,47,83,56,76,123.031496016,103.768989064,73.943171848,0.767857142857143,0.618421052631579,33,0.486842105263158,2,2014
2115.AUS,AUS,1,wta317443,2115,0,Not Seeded,Sachia Vickery,2,0,18,8,3,26,47,30,0,3,14,51,36,47,41,41,60,45,47,100.662133104,91.341565224,72.079058272,0.222222222222222,0.872340425531915,8,0.553191489361702,2,2014
1230.AUS,AUS,2,atpq927,1230,0,Not Seeded,Sam Querrey,3,0,27,30,5,56,88,51,19,4,45,72,21,88,55,42,56,55,88,136.70166224,124.2742384,89.477451648,1.42857142857143,0.477272727272727,11,0.636363636363636,1,2014
1315.AUS,AUS,3,atpq927,1315,0,Not Seeded,Sam Querrey,3,0,32,27,1,62,86,65,10,1,43,63,41,66,50,26,25,48,86,132.973435088,119.924640056,90.720194032,0.658536585365854,0.302325581395349,17,0.720930232558139,1,2014
1159.AUS,AUS,1,atpq927,1159,0,Not Seeded,Sam Querrey,4,1,39,47,4,82,122,74,24,4,60,63,45,81,51,35,57,82,122,132.352063896,111.84681456,86.370595688,1.04444444444444,0.286885245901639,23,0.672131147540984,1,2014
2302.AUS,AUS,3,wta190787,2302,17,Seeded,Samantha Stosur,3,1,31,21,1,64,93,69,3,2,42,68,30,61,69,29,25,69,93,115.575041712,100.662133104,86.99196688,0.7,0.311827956989247,18,0.688172043010753,2,2014
2203.AUS,AUS,2,wta190787,2203,17,Seeded,Samantha Stosur,2,0,14,23,5,30,58,24,4,3,20,59,15,83,59,60,38,76,58,114.332299328,103.768989064,84.506482112,1.53333333333333,1.03448275862069,19,0.517241379310345,2,2014
2105.AUS,AUS,1,wta190787,2105,17,Seeded,Samantha Stosur,2,0,19,19,7,39,74,48,6,1,28,65,18,58,42,58,70,70,74,114.332299328,101.283504296,85.127853304,1.05555555555556,0.783783783783784,13,0.527027027027027,2,2014
1152.AUS,AUS,1,atpg940,1152,0,Not Seeded,Samuel Groth,3,0,29,35,0,57,74,60,16,4,40,65,25,67,52,23,0,47,74,145.400858928,119.303268864,103.147617872,1.4,0.310810810810811,19,0.77027027027027,1,2014
1159.AUS,AUS,1,atpg725,1159,0,Not Seeded,Santiago Giraldo,4,1,39,35,2,73,108,73,9,3,51,65,41,70,55,30,29,50,108,126.138351976,108.7399586,84.506482112,0.853658536585366,0.277777777777778,26,0.675925925925926,1,2014
2116.AUS,AUS,1,wta310761,2116,7,Seeded,Sara Errani,2,0,17,6,2,26,49,43,1,0,21,77,11,49,38,40,40,100,49,88.234709264,80.156883768,72.700429464,0.545454545454545,0.816326530612245,5,0.530612244897959,2,2014
2401.AUS,AUS,4,wta230234,2401,1,Seeded,Serena Williams,3,0,28,22,2,56,79,63,13,4,43,66,31,68,41,31,67,67,79,120.546011248,106.254473832,90.09882284,0.709677419354839,0.392405063291139,9,0.708860759493671,2,2014
2301.AUS,AUS,3,wta230234,2301,1,Seeded,Serena Williams,2,0,18,25,4,35,60,27,10,2,20,48,21,74,52,48,57,33,60,118.06052648,105.011731448,87.613338072,1.19047619047619,0.8,15,0.583333333333333,2,2014
2101.AUS,AUS,1,wta230234,2101,1,Seeded,Serena Williams,2,0,15,31,5,28,58,20,6,2,20,59,17,100,57,55,50,91,58,119.303268864,108.118587408,87.613338072,1.82352941176471,0.948275862068966,25,0.482758620689655,2,2014
2201.AUS,AUS,2,wta230234,2201,1,Seeded,Serena Williams,2,0,15,24,4,36,61,33,10,2,28,66,19,85,47,52,57,75,61,116.817784096,101.904875488,83.88511092,1.26315789473684,0.852459016393443,14,0.590163934426229,2,2014
1130.AUS,AUS,1,atpsc77,1130,0,Not Seeded,Sergiy Stakhovsky,4,1,37,14,3,71,112,72,14,8,50,55,8,69,36,36,50,NA,112,NA,NA,NA,1.75,0.321428571428571,0,0.633928571428571,1,2014
2123.AUS,AUS,1,wta311168,2123,0,Not Seeded,Shahar Peer,2,0,17,23,3,23,49,44,2,1,21,80,38,48,18,47,43,39,49,NA,NA,NA,0.605263157894737,0.959183673469388,21,0.469387755102041,2,2014
2135.AUS,AUS,1,wta160471,2135,0,Not Seeded,Shuai Peng,3,0,31,36,6,56,96,69,3,5,40,63,54,58,39,45,60,67,96,109.982700984,91.962936416,74.56454304,0.666666666666667,0.46875,33,0.583333333333333,2,2014
2131.AUS,AUS,1,wta311779,2131,0,Not Seeded,Shuai Zhang,2,1,22,17,2,39,68,49,2,1,31,75,21,63,50,36,33,80,68,101.904875488,91.341565224,76.428656616,0.80952380952381,0.529411764705882,15,0.573529411764706,2,2014
2106.AUS,AUS,1,wta311493,2106,0,Not Seeded,Silvia Soler-Espinosa,2,0,17,11,0,32,44,30,3,2,18,50,23,60,47,23,0,100,44,NA,NA,NA,0.478260869565217,0.522727272727273,8,0.727272727272727,2,2014
2140.AUS,AUS,1,wta314320,2140,11,Seeded,Simona Halep,2,0,13,13,5,30,52,25,3,2,21,61,14,84,56,63,56,50,52,106.254473832,93.2056788,75.807285424,0.928571428571429,1.21153846153846,10,0.576923076923077,2,2014
2220.AUS,AUS,2,wta314320,2220,11,Seeded,Simona Halep,3,0,23,10,6,45,90,39,0,3,29,58,19,74,57,51,40,50,90,105.63310264,88.234709264,75.185914232,0.526315789473684,0.566666666666667,10,0.5,2,2014
2405.AUS,AUS,4,wta314320,2405,11,Seeded,Simona Halep,3,0,24,22,6,40,81,42,0,4,26,64,28,62,58,49,46,100,81,105.63310264,93.827049992,77.050027808,0.785714285714286,0.604938271604938,22,0.493827160493827,2,2014
2503.AUS,AUS,5,wta314320,2503,11,Seeded,Simona Halep,2,0,15,9,1,19,32,29,2,1,13,67,25,45,43,30,33,25,32,101.283504296,86.370595688,75.807285424,0.36,0.9375,7,0.59375,2,2014
2310.AUS,AUS,3,wta314320,2310,11,Seeded,Simona Halep,2,0,17,18,6,31,62,26,1,3,18,52,20,69,54,57,100,50,62,105.011731448,93.827049992,76.428656616,0.9,0.919354838709677,17,0.5,2,2014
2157.AUS,AUS,1,wta315683,2157,13,Seeded,Sloane Stephens,2,1,22,22,6,38,82,50,1,1,31,75,27,62,41,58,50,33,82,111.84681456,95.691163568,82.642368536,0.814814814814815,0.707317073170732,21,0.463414634146341,2,2014
2229.AUS,AUS,2,wta315683,2229,13,Seeded,Sloane Stephens,3,0,29,25,5,53,92,59,3,3,39,71,36,66,58,41,50,77,92,112.468185752,96.933905952,83.88511092,0.694444444444444,0.445652173913043,22,0.576086956521739,2,2014
2315.AUS,AUS,3,wta315683,2315,13,Seeded,Sloane Stephens,2,0,22,24,4,41,68,44,1,0,31,69,32,70,50,42,44,77,68,107.497216216,96.933905952,82.020997344,0.75,0.617647058823529,23,0.602941176470588,2,2014
2408.AUS,AUS,4,wta315683,2408,13,Seeded,Sloane Stephens,2,0,17,20,0,33,55,47,0,0,24,72,32,51,50,34,0,75,55,110.604072176,96.933905952,86.370595688,0.625,0.618181818181818,20,0.6,2,2014
1120.AUS,AUS,1,atpd616,1120,0,Not Seeded,Somdev Devvarman,3,1,33,6,2,62,89,54,6,1,34,52,1,63,56,28,29,NA,89,NA,NA,NA,6,0.314606741573034,0,0.696629213483146,1,2014
2137.AUS,AUS,1,wta312469,2137,21,Seeded,Sorana Cirstea,2,1,23,20,3,38,78,39,5,1,25,57,32,64,43,43,21,86,78,NA,NA,NA,0.625,0.551282051282051,15,0.487179487179487,2,2014
1504.AUS,AUS,5,atpw367,1504,8,Seeded,Stanislas Wawrinka,5,0,51,51,5,107,153,98,17,5,71,58,60,72,50,32,50,67,153,136.080291048,120.546011248,96.933905952,0.85,0.209150326797386,34,0.699346405228758,1,2014
1407.AUS,AUS,4,atpw367,1407,8,Seeded,Stanislas Wawrinka,3,2,35,57,2,78,118,60,14,3,54,56,37,90,51,37,40,68,118,137.323033432,122.410124824,96.31253476,1.54054054054054,0.313559322033898,43,0.661016949152542,1,2014
1701.AUS,AUS,7,atpw367,1701,8,Seeded,Stanislas Wawrinka,4,0,35,53,5,68,116,53,19,2,46,55,49,87,51,44,33,92,116,134.837548664,119.303268864,96.933905952,1.08163265306122,0.379310344827586,34,0.586206896551724,1,2014
1149.AUS,AUS,1,atpw367,1149,8,Seeded,Stanislas Wawrinka,2,0,15,23,4,26,54,22,4,1,20,63,11,91,46,50,44,93,54,132.352063896,117.439155288,92.584307608,2.09090909090909,0.925925925925926,19,0.481481481481481,1,2014
1602.AUS,AUS,6,atpw367,1602,8,Seeded,Stanislas Wawrinka,4,3,48,57,1,104,143,88,18,4,72,61,49,82,56,28,25,78,143,134.837548664,117.439155288,95.691163568,1.16326530612245,0.195804195804196,39,0.727272727272727,1,2014
1225.AUS,AUS,2,atpw367,1225,8,Seeded,Stanislas Wawrinka,4,1,41,61,6,88,142,69,9,4,57,56,46,83,56,40,35,79,142,132.973435088,111.84681456,94.448421184,1.32608695652174,0.28169014084507,52,0.619718309859155,1,2014
2143.AUS,AUS,1,wta312336,2143,0,Not Seeded,Stefanie Voegele,2,0,24,19,3,45,76,38,7,1,32,66,20,84,65,39,25,71,76,NA,NA,NA,0.95,0.513157894736842,12,0.592105263157895,2,2014
2222.AUS,AUS,2,wta312336,2222,0,Not Seeded,Stefanie Voegele,2,0,13,12,1,12,30,16,3,1,11,42,22,69,5,38,20,67,30,NA,NA,NA,0.545454545454545,1.26666666666667,9,0.4,2,2014
1121.AUS,AUS,1,atpr612,1121,0,Not Seeded,Stephane Robert,3,1,28,22,9,46,104,33,4,2,25,46,22,76,55,54,53,92,104,NA,NA,NA,1,0.519230769230769,18,0.442307692307692,1,2014
1211.AUS,AUS,2,atpr612,1211,0,Not Seeded,Stephane Robert,4,2,40,43,6,86,143,72,13,8,56,58,28,78,58,44,35,87,143,121.788753632,109.982700984,80.77825496,1.53571428571429,0.307692307692308,30,0.601398601398601,1,2014
1306.AUS,AUS,3,atpr612,1306,0,Not Seeded,Stephane Robert,3,1,29,35,4,65,105,63,7,5,54,72,23,86,46,43,40,82,105,120.546011248,109.982700984,82.020997344,1.52173913043478,0.40952380952381,28,0.619047619047619,1,2014
1403.AUS,AUS,4,atpr612,1403,0,Not Seeded,Stephane Robert,4,1,36,33,1,61,103,58,3,8,39,51,56,67,39,33,17,65,103,119.303268864,113.089556944,86.370595688,0.589285714285714,0.320388349514563,30,0.592233009708738,1,2014
1147.AUS,AUS,1,atpj386,1147,0,Not Seeded,Steve Johnson,5,0,46,21,4,78,129,69,21,12,50,53,12,72,45,36,67,NA,129,NA,NA,NA,1.75,0.27906976744186,0,0.604651162790698,1,2014
2146.AUS,AUS,1,wta317810,2146,0,Not Seeded,Storm Sanders,3,0,27,13,2,47,81,52,2,3,35,63,34,67,39,36,29,100,81,100.040761912,92.584307608,76.428656616,0.382352941176471,0.444444444444444,11,0.580246913580247,2,2014
2163.AUS,AUS,1,wta310053,2163,0,Not Seeded,Su-Wei Hsieh,3,0,24,14,1,48,75,53,1,5,33,58,39,62,39,34,25,69,75,NA,NA,NA,0.358974358974359,0.453333333333333,13,0.64,2,2014
2160.AUS,AUS,1,wta110552,2160,19,Seeded,Svetlana Kuznetsova,2,0,18,17,2,31,53,30,1,4,20,48,24,67,34,39,50,80,53,110.604072176,100.662133104,79.535512576,0.708333333333333,0.735849056603774,16,0.584905660377358,2,2014
2158.AUS,AUS,1,wta313051,2158,0,Not Seeded,Tadeja Majeric,3,1,32,4,3,64,99,72,4,7,54,72,7,75,36,36,50,NA,99,NA,NA,NA,0.571428571428571,0.363636363636364,0,0.646464646464647,2,2014
2152.AUS,AUS,1,wta311647,2152,0,Not Seeded,Teliana Pereira,2,1,23,3,2,57,84,70,3,7,43,68,7,61,42,36,50,NA,84,NA,NA,NA,0.428571428571429,0.428571428571429,0,0.678571428571429,2,2014
